date,time,location,operator,flight no,route,AC type,registration,cn/ln,aboard,passengers_on_aboard,crew_on_aboard,fatality,passengers_fatality,crew_fatality,ground_fatality,summary
"April 23, 1976",0808,Gulf of Mexico,Petroleum Helicopter,?,?,Bell 205 A-1 helicopter,N8167J,30090,12.0,11.0,1.0,12.0,11.0,1.0,0,Fatigue fracture of tail boom fuselage attachment fitting. Pilot and 4 passengers not recovered.
"April 27, 1976",1510,"St. Thomas, Virgin Islands",American Airlines,625,New York City - Saint Thomas,Boeing B-727-95,N1963,19837/499,88.0,81.0,7.0,37.0,35.0,2.0,0,"After touching down 2,200 feet down the runway, a go-around procedure was initiated. When there was no acceleration felt, the throttles were closed again. After attaining a nose-up attitude of 11 degrees, the aircraft ran off the end of the runway and struck a localizer antenna. The wingtip then clipped a hillside, the aircraft hit an embankment, went airborne and contacted the ground bursting into flames. The captain's actions and his judgement in initiating a go-around manoeuver with insufficient runway remaining after a long touchdown."
"May 05, 1976",?,"Camuigan, Philippines",Philippine Aerotransport,?,?,Britten-Norman BN-2A-21 Islander,RP-C2140,450,10.0,8.0,2.0,4.0,4.0,0.0,0,Unknown cause.
"May 09, 1976",1630,"Near Cuneca, Spain",Military - Imperial Iranian Air Force,228,"Terhan, Iran - Madrid, Spain - McGuire AFB, New Jersey",Boeing B-747-131F,5-283,19677/73,17.0,7.0,10.0,17.0,7.0,10.0,0,The aircraft was struck by lightning while descending through FL100.  There was an explosion in the No. 1 fuel tank which caused the left wing to fail and the plane to crash. Ignition of fuel vapor in the No.1 tank in the vicinity of the motor drive fuel valve.
"May 15, 1976",1048,"Chernigov, Ukraine, USSR",Aeroflot,1802,?,Antonov AN-24,CCCP-46534,57310108,52.0,46.0,6.0,52.0,46.0,6.0,0,"After entering the wake turbulence of a MiG fighter plane, the rudder deflected sharply and both propellers feathered causing the plane to go into a spin and crash."
"May 23, 1976",1230,"Zamboanga, Philipines",Philippine Air Lines,?,Davao City - Manila,BAC One-Eleven 527FK,RP-C1161,213,87.0,77.0,10.0,14.0,14.0,0.0,3,The aircraft was destroyed after a hijacker set off grenades in the cabin. All three hijackers were killed.
"June 01, 1976",0748,"Nacias Nguema, Equatorial Guinea",Aeroflot,SU-418,	Luanda - Malabo - NDjamena - Tripoli - Moscow,Tupolev TU-154A,CCCP-85102,102,45.0,35.0,10.0,45.0,35.0,10.0,0,After takeoff from Malabo the aircraft collided with Mount San Carlos. Cause unknown. Possible failure of radar equipment.
"June 04, 1976",0047,"Agana, Guam",Air Manila,702,Wake Island - Guam - Manila,Lockheed 188A Electra,RP-C1061,1007,45.0,33.0,12.0,45.0,33.0,12.0,1,The No. 3 engine failed during the takeoff roll as the plane left Agana Naval Air Station. The aircraft began to rise but struck terrain and exploded in flames. The loss of climb capability after the crew retracted the flaps at too low an altitude to clear the rising terrain. The flaps were retracted after the No. 3 propeller feathered as the aircraft lifted off the runway. A driver in an automobile struck by the aircraft was killed.
"June 06, 1976",1541,"Off Kota Kinabalu, Malaysia",Sabah Air,?,Labuan - Kota Kinabalu,GAF Nomad N-22B,9M-ATZ,14,11.0,10.0,1.0,11.0,10.0,1.0,0,Stalled and crashed into the sea during the approach two miles from the airport.
"June 27, 1976",?,"Entebbe, Uganda",Air France,139,Tel-Aviv - Athens - Paris,Airbus A300,F-BVGG,19,258.0,,,7.0,,,0,"The plane was hijacked ,in Athens, by Palestinian terrorists and flown to Entebbe Uganda. Seven passengers were killed during a commando raid by Israeli armed forces to free the hostages."
"July 05, 1976",?,"Daiku, Burma",Military - Burma Air Force,?,?,Douglas C-47,?,?,17.0,,,17.0,,,0,Caught fire and exploded.
"July 28, 1976",0937,"Bratislava, Czechoslovakia",Ceskoslovenske Aerolinie,001,Prague - Bratislava,Ilyushin IL-18L,OK-NAB,189001605,79.0,73.0,6.0,76.0,70.0,6.0,0,The No. 3 engine failed during the approach and the No. 4 engine was feathered by mistake. The No. 4 engine was restarted but  the aircraft lost control and crashed into Zlaté piesky lake after a decision to go-around was made.
"August 02, 1976",?,"Near Tehran, Iran",Korean Airlines,?,"Tehran, Iran - Seoul, Korea",Boeing 707-373,HL7412,19715/642,5.0,0.0,5.0,5.0,0.0,5.0,0,Instead of turning on course the cargo plane continued straight and hit a mountain.
"August 09, 1976",1230,"Moron AFB, Spain
	
Moron AFB, Spain
	
Moron AFB, Spain",Military - Spanish Air Force,?,Moron - Canary Islands,Douglas C-54E,T4/11-352,27344,32.0,28.0,4.0,12.0,12.0,0.0,0,Crashed 15 minutes after taking off. An engine caught fire.
"August 15, 1976",0835,"Andes Mountains, Ecuador",SAETA,232,Quito - Cuenca,Vickers Viscount 785D,HC-ARS,377,59.0,55.0,4.0,59.0,55.0,4.0,0,Crashed while en route. Struck the slope of Mt Chimborazo. Controlled filght into terrain.
"August 28, 1976",?,"Ho Chi Minh City, Vietnam",Air France,?,Ho Chi Minh City - Bangkok,Sud Aviation SE 210 Caravelle III,F-BSGZ,83,20.0,15.0,5.0,1.0,1.0,0.0,0,A hijacker set off two grenades in the cabin and was killed.
"August 28, 1976",1240,"Near Thorney, England",Military - U.S. Air Force,?,McGuire AFB - Mildenhall RAF,Lockheed C-141A (L.300),67-0006,6257,18.0,4.0,14.0,18.0,4.0,14.0,0,"The aircraft suffered structural failure after flying into a severe thunderstorm. The starboard wing, horizontal stabilizer and vertical tail fin separated from the aircraft."
"September 02, 1976",1715,"Hawk Inlet, Alaska",Temsco Helicopter - Air Taxi,?,?,Hughes 369HS,N9172F,?,4.0,3.0,1.0,3.0,2.0,1.0,0,Crashed while climbing to cruise altitude. Failed to maintain adequate rotor speed.
"September 03, 1976",2145,"Lajes, Azores, Portugal",Military - Venezuelan Air Force,?,Caracas - Praira da Vitoria,Lockheed C-130H,7772,4408,68.0,58.0,10.0,68.0,58.0,10.0,0,Crashed into a hill one mile short of the runway in heavy rain and wind while attempting to land at Lajes Air Base. Members of the Venezuelan choir Orfeon Universitario killed. The aircraft was not properly aligned with the runway as it made its approach. Weather conditions associated with hurricane Emmy was the primary factor in the accident.
"September 09, 1976",1351,"Off Adler, Russia",Aeroflot / Aeroflot,7957 /31,Donetsk - Sochi /Rostov na Donu - Kerch,Antonov AN-24 / Yakovlev Yak-40,CCCP46518/87772,37308504 / 9030713,64.0,55.0,9.0,64.0,55.0,9.0,0,"Midair collision at FL187.  ATC error. Forty-six deaths on the Antonov, 18 on the Yak. Violation of separation rules. Contributing causes were insufficient visual alertness on the part of both crews and a lack of situation analysis based on air/ground radio communications."
"September 10, 1976",1015,"Near Gaj, Hrvatska, Yugoslavia",Inex Adria Aviopromet / British Airways,550/476,Split - Koln / London - Istanbul,McDonnell Douglas DC-9-31 / Trident 3B,YU-AJR/G-AWZT,47649741 / 2320,176.0,162.0,14.0,176.0,162.0,14.0,0,"Midair collision. Both planes flew towards the same VOR at the same altitude at the same time. ATC error, negligence in operations. Improper look-out duties on both aircraft. One hundred thirteen deaths on the DC-9 and 63 on the Trident. The entire shift of controllers were arrested. One was found guilty of criminal negligence and sentenced to seven years in jail but release after 3 1/2 years. The controller was made a scapegoat. The real cause was a run down air traffic control system."
"September 19, 1976",2315,"Karatepe Mountains, Turkey",Turkish Airlines (THY),452,Istanbul - Antalya,Boeing B-727-2F2,TC-JBH,20982/1087,154.0,146.0,8.0,154.0,146.0,8.0,0,"The aircraft struck Mt. Karatepa during an approach to land. The crew attempted to land at the wrong airport, landing at Isparta instead of Antalya."
"September 26, 1976",0830,"Near Alpena, Michigan",Military - U.S. Air Force,?,Kenneth Ingalls Sawyer - Oscoda-Wurtsmith,Boeing KC-135A,61-0296,18203/518,20.0,15.0,5.0,15.0,12.0,3.0,0,Crash-landed in rugged terrain broke up and landed in a swamp. Possilbe cabin pressure problem causing the plane to disintegrate in the air.
"October 04, 1976",?,"Nairobi, Kenya",Emirates Air Transport,?,Sharjah - Djibouti City - Nairobi,Douglas DC-7CF,TZ-ARC,45467/970,4.0,0.0,4.0,4.0,0.0,4.0,0,The cargo plane struck Mt. Kenya while descending to land. Descended prematurely.
"October 06, 1976",1324,"Off Bridgetown, Barbados",Cubana de Aviacion,455,Bridgetown - Kingston,McDonnell Douglas DC-8-43,CU-T1201,45611/48,73.0,48.0,25.0,73.0,48.0,25.0,0,Ten minutes after taking off from Barbados the aircraft reported an explosion aboard. The plane was seen below the overcast trailing smoke. The aircraft crashed into the Caribbean sea. Detonation of an explosive device in the aft of the cabin which initiated an uncontrollable fire which led to the incapacitation of the crew.
"October 13, 1976",1332,"Santa Cruz, Bolivia",Lloyd Aéreo Boliviano,?,Santa Cruz - Viru,Boeing B-707-31,N730JP,17671/48,3.0,0.0,3.0,3.0,0.0,3.0,113,"The cargo plane failed to climb and crashed into trees, poles and houses at the end of the runway and came to rest in a soccer field 560 meters beyond the runway. The failure of the crew to select enough thrust to achieve the necessary acceleration. Crew fatigue."
"October 13, 1976",0137,"Near Bombay, India",Indian Airlines,?,Mumbai - Chennai,Sud-Aviation Caravelle VI-N,VT-DWN,231,95.0,89.0,6.0,95.0,89.0,6.0,0,"The aircraft crash landed in flames during an emergency landing. The right engine failed during takeoff. A fatigue crack in compressor led to engine destruction, severing of fuel lines and fire. The fire spread because the crew did not shut off the fuel supply."
"October 28, 1976",?,"Near Petrolia, Brazil",Nordeste Linhas Aéreas,?,Petrolina - Recife,Embraer 110C Bandeirante,PT-TBA,110004,7.0,5.0,2.0,2.0,0.0,2.0,0,The airplane was seen to initiate a turn to the left when it stalled and crashed in a field.
"November 04, 1976",?,"Banjarmasin, Indonesia",Bali International Air Service,?,Manado -Gorontalo - Palu - Balikpapan - Banjarmasin,Fokker F-27 Friendship 100,PK-KFR,10142,38.0,33.0,5.0,29.0,25.0,4.0,0,"After overshooting the runway, a go-around was initiated but abrupt application of power made an engine autofeather after which the plane crashed."
"November 05, 1976",?,Atlantic Ocean,Inair Panama,?,Curacao - Port-au-Prince,Douglas DC-3,HP-671,43073,2.0,0.0,2.0,2.0,0.0,2.0,0,The cargo plane went missing between Curacao - Port-au-Prince.
"November 23, 1976",0945,"Kozani, Greece",Olympic Airways,?,Athens - Larisa,NAMC YS-11A-500,SX-BBR,2156,50.0,46.0,4.0,50.0,46.0,4.0,0,The airliner crashed into mountainous terrain after being diverted to Kozani due to poor weather at Larissa. Controlled flight into terrain. Premature descent.
"November 28, 1976",1856,"Moscow, Russia",Aeroflot,2415,Moscow - Leningrad,Tupolev TU-104B,CCCP-42471,021204,73.0,67.0,6.0,73.0,67.0,6.0,0,After taking off an artificial horizon failure caused the crew to become disoriented and exceed bank angle limits and crash.
"December 12, 1976",2326,"Cape May, New Jersey",Atlantic City Airlines,977,Atlantic City - Cap May,de Havilland Canada DHC-6 Twin Otter 300,N101AC,262,10.0,8.0,2.0,3.0,3.0,1.0,0,The plane crashed short of the runway in rain. Windshear. The aircraft's rate of descent and descent flight path angle increased as a result of windshear encountered during visual approach below minimum descent altitude. The flight crew did not recognize these flightpath deviations because they were relying on visual references which were degraded by non-homogeneous fog and on kinesthetic cues which were adversely affected by the aircraft's forward center of gravity resulting from the improperly loaded aircraft.
"December 17, 1976",1940,"	Ust-Kut, Russia",Aeroflot,?,Ust-Kut - Kirensk,Yakovlev 40,CCCP-88208,	 9631349,7.0,4.0,3.0,7.0,4.0,3.0,0,The cargo plane crashed into trees on takeoff. Deviation in preparation for the flight by the crew and pilot error in the technique used during the takeoff.
"December 17, 1976",21:30,"Kiev, USSR",Aeroflot,H-36,	Chernivtsi - Kiev,Antonov AN-24RV,CCCP-46672,47309604,55.0,50.0,5.0,48.0,44.0,4.0,0,"In heavy fog  the crew continued their descend below decision height, although they had not obtained visual contact with the runway. The fact that visibility had decreased below minima (700 m) was not reported to the crew."
"December 18, 1976",1656,"Nnear Yuzhno-Sakhalinsk, Russia",Aeroflot,?,	Petropavlovsk-Kamchatsky - Yuzhno-Sakhalinsk,	Ilyushin IL-14M,CCCP-61752,147001247,8.0,3.0,5.0,8.0,3.0,5.0,0,The survey fllight deviated from the approach pattern and crashed into Mount Ostraya.
"December 25, 1976",0345,"Near Bangkok, Thailand",EgyptAir,864,Cairo - Bangkok,Boeing B-707-366C,SU-AXA,20763,53.0,44.0,9.0,53.0,44.0,9.0,19,The aircraft crashed into an industrial area during a landing attempt. Lack of altitude awareness and disorientation leading to an uncontrolled descent. Crew did not make use of navigational aids.
"December 31, 1976",?,"Near Trujillo, Peru",Faucett,?,Trujillo - Tarapoto,Douglas C-54A-1-DO,OB-R-247,7462,19.0,14.0,5.0,19.0,14.0,5.0,0,Struck the slope of Mt Pintado located 25 km north of the airport shortly after taking off from Trujillo.
"January 06, 1977",1705,"Near Palm Springs, California",Jet Avia Charter,?,Palm Springs - Las Vegas,Gates Learjet 24B,N12MK,24B-192,4.0,2.0,2.0,4.0,2.0,2.0,0,"The plane took off from Palm Springs Municipal Airport in light rain, bound for Las Vegas Nevada. The plane climbed to 9,000 feet but never changed its runway heading and flew directly into a mountain at an altitude of 9,700 feet. Flight crew's misinterpretation of an IFR clearance issued by the Palm Springs Departure Control and subsequent ATC instructions.  Natalie ""Dolly"" Sinatra, 82, mother of entertainer Frank Sinatra and her traveling companion were killed."
"January 13, 1977",1814,"Near Alma Ata,  Kazakastan, USSR",Aeroflot,3843,Novosibirsk - Alma Ata,Tupolev TU-104A,CCCP-42369,86601203,90.0,82.0,8.0,90.0,82.0,8.0,0,"The aircraft was preparing to land when it was informed by the tower that its left engine was on fire. Shortly thereafter, the plane exploded and crashed 2 miles short of the runway."
"January 13, 1977",0636,"Anchorage, Alaska",Japan Air Lines,?,"Mosses Lake, WA - Tokyo, Japan",Douglas DC-8,JA8054,46148/553,5.0,0.0,5.0,5.0,0.0,5.0,0,The cargo plane crashed while attempting to take off. Alcoholic impairment of captain. Flightcrew members did not prevent captain from attempting to fly. Blood alcohol of 0.21.
"January 14, 1977",?,"Terrace, BC, Canada",Northern Thunderbird Air Ltd.,?,Prince George - Prince Rupert,de Havilland Canada DHC-6 Twin Otter 300,C-GNTB,463,12.0,9.0,3.0,12.0,9.0,3.0,0,Crashed into Little Herman Mountain while on approach.
"January 15, 1977",0905,"Kalvesta, Sweden",Skyline Sweden,618,Malmo - Bromma,Vickers Viscount 838,SE-FOZ,372,22.0,19.0,3.0,22.0,19.0,3.0,0,"The aircraft suddenly dove to the earth into an apartment parking lot from an altitude of 1,150 feet. Icing of the stabilizer leading to stabilizer stall. The No.2 and No.3 engines had been running with reduced power and the anti-icing system temperature was too low."
"January 20, 1977",?,?,North Canada Air,?,?,Bristol 170 Freighter 31M,C-FWAD,13253,2.0,0.0,2.0,1.0,0.0,1.0,0,The cargo plane stalled nearly vertical and crashed. Shifting cargo.
"February 11, 1977",?,"Bratislava, Slovakia",Ceskoslovenské Aerolinie,?,?,Avia 14T,OK-OCA,190013167,5.0,2.0,3.0,4.0,2.0,2.0,0,The cargo plane crashed short of the runway while attempting to land. Failure to follow the prescribed flight path and decision height in marginal weather.
"February 15, 1977",2317,"Mineralnye Vody, Russia",Aeroflot,5003,Tashkent - Mineralnyye Vody,Ilyushin IL-18V,CCCP-75520,183006703,98.0,92.0,6.0,77.0,76.0,1.0,0,"Stalled and crashed after the crew executed a missed approach. Failure of the crew to adopt a proper go-around configuration after a missed approach. The loss of control during initial climb was the result of a premature raise of the flaps, which caused the aircraft to reach a critical angle of attack and to stall."
